economy,Pop-YR2002,Pop-YR2021,Pop%,Life-YR2002,Life-YR2021,Life%,Fer-YR2002,Fer-YR2021,Fer%,Death-YR2002,Death-YR2021,Death%,Birth-YR2002,Birth-YR2021,Birth%,Med_Age-YR2002,Med_Age-YR2021,Med%,Pop_Gro-YR2002,Pop_Gro-YR2021
IBT,5243283354,6695340280,0.2769365735102327,66.407507010969,69.7801282431438,0.0507867466191394,2.84140102618648,2.38459194368598,-0.16076895809163394,8.34554018601548,8.52921530661187,0.02200877552589975,23.1103403179576,18.2025946774014,-0.21236146127812316,,,,1.44285651230976,1.01495685459257
IDA,1169939269,1800033438,0.5385699802508297,57.4245658995831,63.4029037247301,0.10410767119426145,4.97819999861106,3.92102694969325,-0.21236050162965847,11.1860302058183,8.11567008606704,-0.2744816582163566,37.0918172318515,30.5935231910908,-0.17519481453662733,,,,2.5112894818554,2.26150706583749
IDB,390704440,595016031,0.5229313262987234,56.3822425571283,60.6802512013328,0.07622982785492471,5.15379525287776,4.08093620999371,-0.20816873590098295,11.6751788681721,9.35167702385652,-0.19901209827711652,37.4996662574221,31.2585123544965,-0.16643225195878442,,,,2.5087244113045,2.1246335714545
IDN,220115092,273753191,0.24368205974717982,67.134,67.57,0.006494473739088846,2.456,2.175,-0.11441368078175906,7.248,10.065,0.3886589403973508,21.174,16.425,-0.22428449985831678,24.3,29.4,0.20987654320987637,1.37351928060869,0.694717688319757
IDX,779234829,1205017407,0.546411123006926,57.9471816023942,64.7473008171317,0.11735030120009382,4.89189172991292,3.84396128714695,-0.2142178324099221,10.9407735167058,7.50535197934116,-0.3140017049177547,36.8873237733846,30.2651634426182,-0.17952401132294948,,,,2.51257564369998,2.32922814781134
IMN,77183,84263,0.0917300441807134,75.42,80.525,0.06768761601697171,1.853,1.564,-0.15596330275229353,12.227,10.604,-0.1327390202011942,12.071,8.529,-0.29343053599536073,38.9,45.3,0.1645244215938304,1.02227077083137,0.257859199732084
IND,1098313039,1407563842,0.28156890796959755,63.616,67.24,0.056966800804828965,3.217,2.031,-0.36866645943425547,8.363,9.448,0.12973813224919306,26.082,16.419,-0.3704853922245227,21.9,27.6,0.2602739726027399,1.77676787418134,0.797216093898126
INX,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0
IRL,3931947,5033165,0.28006939055892666,77.6341463414634,82.1024390243903,0.05755576500157167,1.97,1.72,-0.12690355329949243,7.5,6.6,-0.12,15.4,11.6,-0.24675324675324684,31.9,37.6,0.17868338557993746,1.68514885730282,0.953898051735591
IRN,67327117,87923432,0.30591410887235826,70.445,73.875,0.04869046774079089,1.865,1.692,-0.09276139410187667,5.1,6.437,0.2621568627450981,16.069,13.699,-0.14748895388636496,21.8,31.9,0.463302752293578,0.973524734407785,0.722822505475776
IRQ,26255343,43533592,0.6580850610102484,67.084,70.378,0.04910261761373791,4.706,3.496,-0.2571185720356992,5.975,4.753,-0.20451882845188274,34.96,27.367,-0.21719107551487415,17.2,19.8,0.15116279069767447,3.2110492891941,2.26888921028968
ISL,287523,372520,0.2956180896832601,80.5024390243903,83.1170731707317,0.03247894322244371,1.93,1.82,-0.05699481865284972,6.3,6.3,0.0,14.1,13.1,-0.07092198581560283,32.4,35.9,0.10802469135802473,0.892596377462957,1.6393166402584
ISR,6570000,9364700,0.4253729071537291,79.4512195121951,82.5,0.03837298541826595,2.89,3.0,0.03806228373702414,5.8,5.4,-0.06896551724137923,21.2,19.7,-0.07075471698113212,27.1,29.0,0.07011070110701101,2.01405839404727,1.61038582783125
ITA,57059007,59109668,0.03593930402609358,80.2292682926829,82.7951219512195,0.031981516385967135,1.27,1.25,-0.015748031496062964,9.8,12.0,0.22448979591836715,9.4,6.8,-0.27659574468085113,39.9,46.8,0.1729323308270676,0.148916429490753,-0.555357163186613
JAM,2638244,2827695,0.0718095066263773,70.888,70.5,-0.005473422864236577,2.149,1.352,-0.3708701721731037,6.81,8.797,0.2917767988252571,18.609,11.712,-0.37062711591165576,22.6,30.8,0.36283185840707954,0.487837447460561,0.257040921915097
JOR,5275532,11148278,1.1132045071473362,72.359,74.256,0.026216503821224757,3.832,2.83,-0.2614822546972859,3.67,3.868,0.053950953678474134,29.024,21.95,-0.24372932745314224,18.9,23.4,0.23809523809523814,2.1501680651457,1.98907685592122
JPN,127445000,125681593,-0.013836611871787863,81.6907317073171,84.4456097560976,0.033723263229551215,1.32,1.3,-0.015151515151515138,7.8,11.7,0.5,9.2,6.6,-0.28260869565217395,41.4,48.4,0.16908212560386482,0.232527187105684,-0.459952415807642
KAZ,14858948,19000988,0.2787572848360462,65.95,70.23,0.0648976497346474,2.0,3.32,0.6599999999999999,10.05,9.61,-0.04378109452736334,15.29,23.5,0.5369522563767168,27.2,29.5,0.08455882352941169,0.00412554539450457,1.29950843805955
KEN,32779823,53005614,0.617019530581358,54.99,61.427,0.11705764684488074,5.016,3.335,-0.33512759170653905,10.332,8.056,-0.22028648857917166,39.594,27.685,-0.30077789564075375,16.0,19.2,0.19999999999999996,3.03360977756994,1.94276128252757
KGZ,4990700,6691800,0.34085398841845826,68.1560975609756,71.9,0.054931291153736295,2.4,2.89,0.20416666666666683,7.1,5.8,-0.18309859154929575,20.2,22.4,0.10891089108910879,21.2,23.7,0.11792452830188682,0.917899316903102,1.68633485930567
KHM,12561779,16589023,0.3205950367380288,61.226,69.584,0.1365106327377259,3.555,2.344,-0.34064697609001415,8.149,6.838,-0.16087863541538827,26.434,19.334,-0.268593478096391,18.8,26.5,0.40957446808510634,1.79592987916956,1.16513584860257
KIR,92400,128874,0.39474025974025984,64.84,67.417,0.03974398519432443,3.847,3.304,-0.1411489472316091,6.875,6.236,-0.09294545454545455,29.025,27.207,-0.06263565891472866,18.5,21.9,0.18378378378378368,2.04346451592179,1.88854075847608
KNA,46264,47606,0.029007435587065533,70.452,71.682,0.017458695281894032,2.038,1.531,-0.24877330716388613,8.937,10.181,0.13919659841109988,16.953,12.125,-0.2847873532708075,26.3,34.0,0.2927756653992395,0.602711851610802,-0.0755921420171568
KOR,47644736,51744876,0.08605651629594502,76.7658536585366,83.5268292682927,0.08807269492279346,1.178,0.808,-0.31409168081494054,5.1,6.2,0.21568627450980404,10.3,5.1,-0.5048543689320388,31.8,43.4,0.3647798742138364,0.577957276814842,-0.176408650734229
KWT,2047364,4250114,1.0758956394661623,76.982,78.673,0.02196617391078437,2.693,2.11,-0.2164871890085407,1.878,2.906,0.5473908413205539,21.712,10.41,-0.5205416359616801,25.9,38.3,0.4787644787644787,2.7577620921541,-2.5628080932518
LAC,481353718,592503434,0.23091068344048815,71.536991087633,71.907356144081,0.005177252367160712,2.49717405940081,1.85127747507065,-0.25865100668438823,6.0458909817063,8.46460206506584,0.4000586664030319,21.3131973876454,14.8870478556855,-0.30151034662142895,,,,1.37663521160817,0.763974592333355
LAO,5606101,7425057,0.3244600837551803,59.534,68.061,0.14322907918164418,4.037,2.496,-0.3817190983403518,9.785,6.613,-0.3241696474195196,30.872,21.973,-0.28825472920445716,17.7,23.8,0.34463276836158196,1.55306898212099,1.43321406495938
LBN,4446666,5592631,0.25771330700349426,75.064,75.047,-0.00022647340935733062,2.41,2.091,-0.13236514522821574,4.295,8.271,0.9257275902211877,19.712,14.948,-0.24168019480519476,23.9,28.3,0.18410041841004188,1.30076237598121,-1.24903516691702
LBR,3060599,5193416,0.6968626076137383,53.788,60.747,0.12937829999256345,5.653,4.089,-0.2766672563240756,13.58,8.838,-0.3491899852724596,42.318,31.287,-0.26066921877215365,17.6,17.9,0.017045454545454364,2.61344806491648,2.05886078022756
LBY,5405326,6735277,0.24604454939443055,71.004,71.911,0.012773928229395493,2.911,2.462,-0.15424252834077634,4.669,6.018,0.28892696508888416,22.811,17.828,-0.21844724036648988,21.8,26.3,0.20642201834862384,2.4232450219976,1.21494764533037
LCA,161799,179651,0.11033442728323406,71.472,71.111,-0.005050929035146479,1.933,1.399,-0.2762545266425246,6.929,10.299,0.4863616683504113,16.352,11.49,-0.2973336594911937,24.3,33.1,0.3621399176954734,0.747538322118724,0.230712748065059
LCN,535935546,654980808,0.22212608006411272,71.8368420199417,72.1474348300485,0.004323586635679,2.48406229302137,1.85328453609236,-0.2539299270799662,5.99131909483384,8.42724667880345,0.4065761721938741,21.1241821166514,14.7786654714622,-0.30039111621686265,23.8,30.3,0.2731092436974789,1.37080171843719,0.683410130996393
LDC,695718323,1099568566,0.5804795269133656,56.748222832941,64.2158675035077,0.1315925732608476,5.09419583289017,3.98366549696263,-0.21799914497937267,11.5058760923047,7.60189255326166,-0.339303457444156,38.0626676794036,31.3153408104402,-0.17726889049908878,17.2,19.2,0.11627906976744184,2.59876384737881,2.40514771009779
LIC,404771898,685250041,0.6929288925092325,54.2138092338243,62.4961095080066,0.15277104470672254,5.93383385093284,4.62459077785597,-0.2206403323664088,12.9239913454516,7.96338277301322,-0.3838294563841681,41.8118176899153,34.6763679392148,-0.17065629156853235,16.1,17.6,0.0931677018633541,3.01523835021511,2.72787210660275
LIE,33693,39039,0.15866797257590592,79.6365853658537,84.4024390243902,0.059845027717373656,1.47,1.53,0.04081632653061229,6.4,6.9,0.078125,11.7,9.6,-0.17948717948717952,36.2,43.7,0.20718232044198892,0.945302183064675,0.727556393997221
LKA,19110707,22156000,0.1593500962575587,71.117,76.399,0.07427197435212385,2.275,1.99,-0.12527472527472527,7.86,7.36,-0.06361323155216281,18.914,14.019,-0.2588030030665116,27.0,32.5,0.20370370370370372,1.00146555030075,1.07544995696428
LMC,2345451008,3157350729,0.34615931785858045,63.1947338151646,66.9119689863247,0.05882191357957889,3.49536035972048,2.63227677936224,-0.24692263215666255,8.78895952070213,8.65114551970511,-0.01568035450298788,27.9079407467052,21.0482742092885,-0.24579622694757763,21.2,25.6,0.20754716981132093,1.83682769895358,1.28720144662324
LMY,5167128185,6618691904,0.2809227228412565,66.2443009218683,69.7191083804996,0.05245443623489443,2.85943048824379,2.39317500106999,-0.16305886402581005,8.35537976211945,8.48313610694697,0.015290309772241217,23.2649043137609,18.2938184585408,-0.2136731700323291,,,,1.46350430508973,1.0372085047762
LSO,1997534,2281454,0.14213525276666128,45.595,53.062,0.1637679570128303,3.677,3.018,-0.1792221920043514,18.368,14.186,-0.2276785714285714,29.501,26.107,-0.11504694756109968,18.7,22.1,0.18181818181818188,-0.0970226047692506,1.2062178802275
LTE,2074581734,2321865172,0.11919676817129443,71.9214452531973,76.342112681345,0.061465219623783485,1.68105071379184,1.39686570724587,-0.16905201265757885,7.25672916248139,8.20784081204781,0.13106616331829501,13.8547176058029,9.52163512315908,-0.3127514111748446,,,,0.673190314162511,0.197914801395243
LTU,3443067,2800839,-0.18652788342486515,71.7609756097561,74.3390243902439,0.035925497926721395,1.23,1.34,0.08943089430894324,11.9,17.0,0.4285714285714286,8.6,8.3,-0.0348837209302324,36.0,43.7,0.21388888888888902,-0.802765710748508,0.212805429536827
LUX,446175,640064,0.4345581890513812,77.9658536585366,82.7487804878049,0.06134643058249378,1.63,1.38,-0.15337423312883436,8.4,7.0,-0.16666666666666674,12.0,10.5,-0.125,36.5,38.7,0.0602739726027397,1.04766081596443,1.51834936706612
LVA,2310173,1884490,-0.18426455507877548,70.9609756097561,73.2829268292683,0.032721523338145486,1.26,1.57,0.24603174603174605,14.1,18.4,0.3049645390070921,8.7,9.2,0.05747126436781613,37.8,43.6,0.1534391534391535,-1.1618382239436,-0.843294678005026
MAC,449665,686607,0.526930047924566,81.293,85.399,0.050508653881637944,0.8,1.088,0.3600000000000001,3.701,4.111,0.1107808700351256,7.119,10.114,0.42070515521842977,32.7,37.6,0.14984709480122316,2.3725582288621,1.51504486448614
MAF,31160,31948,0.025288831835686754,77.031,80.379,0.04346302138100233,2.687,2.415,-0.10122813546706355,3.57,4.911,0.37563025210084033,23.284,15.053,-0.3535045524823913,28.8,38.2,0.32638888888888906,2.51203356297776,-1.87599492510377
MAR,29301817,37076584,0.2653339552287832,67.547,74.042,0.09615526966408572,2.67,2.328,-0.12808988764044948,6.318,6.17,-0.023425134536245618,21.984,17.545,-0.20191957787481807,22.0,28.7,0.30454545454545445,1.27670558488657,1.05148431222073
MCO,32386,36686,0.13277342061384556,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,45.0,54.5,0.21111111111111103,-0.178929555681925,-0.641236845621864
MDA,2911385,2615199,-0.10173371093139516,66.938,68.846,0.028503988765723465,1.437,1.806,0.25678496868475986,13.042,16.36,0.2544088330010734,11.422,12.432,0.08842584486079486,31.6,36.1,0.14240506329113933,-0.231580062051396,-0.759232259187156
MDG,17211934,28915653,0.6799769857355948,58.892,64.485,0.09497045439108875,5.225,3.851,-0.2629665071770334,9.748,7.104,-0.2712351251538777,39.09,30.949,-0.2082629828600665,16.3,19.0,0.16564417177914104,2.96156859041379,2.41686937370051
MDV,292284,521457,0.7840764461961653,73.291,79.918,0.09042037903698974,2.413,1.692,-0.2987981765437214,3.82,3.02,-0.2094240837696335,18.952,14.088,-0.25664837484170544,18.8,30.6,0.6276595744680851,1.71154334670149,1.35517739152214
MEA,333949565,486168063,0.4558128350908317,69.9765924524349,72.7459207860447,0.03957506698389457,3.07329738248736,2.62906495098566,-0.14454586595917462,5.34318058780223,5.54546687215651,0.03785877737617027,24.2943324942855,20.1420550524027,-0.17091547762670556,,,,1.90969464876973,1.29205102332017
MEX,100917081,126705138,0.25553708791874397,74.106,70.213,-0.05253285833805632,2.623,1.822,-0.3053755242089211,4.946,9.406,0.9017387788111608,23.256,14.857,-0.3611541107671139,22.4,29.0,0.2946428571428572,1.52045522318023,0.559420832085433
MHL,54496,42050,-0.22838373458602468,63.719,65.269,0.024325554387231607,4.378,2.729,-0.3766560073092736,6.3,7.556,0.1993650793650794,34.563,19.28,-0.4421780516737551,16.8,25.0,0.48809523809523814,0.152420857906842,-3.18995490050083
MIC,4762356287,5933441863,0.24590465421429308,67.2668252688741,70.5532912077882,0.04885715842508809,2.63347327062099,2.14874901743091,-0.18406271998188117,7.96707500910085,8.5431621426968,0.07230848623087915,21.6885272271073,16.4018065432778,-0.24375655518102302,,,,1.33376890883987,0.845532409971057
MKD,2020157,2065092,0.022243320692401536,73.0390243902439,74.5368292682927,0.020506912442396663,1.789,1.6,-0.1056456120737842,8.9,15.5,0.7415730337078652,13.7,10.2,-0.25547445255474455,32.0,38.3,0.1968749999999999,-0.726260079023056,-0.359578821721077
MLI,11952660,21904983,0.8326450346617407,52.222,58.941,0.12866224962659412,6.821,5.956,-0.1268142501099545,14.888,9.274,-0.37708221386351426,47.491,41.643,-0.12313912109662883,15.5,15.1,-0.02580645161290329,3.13442055916044,3.15796436945004
MLT,395969,518536,0.3095368576833035,78.7390243902439,82.8609756097561,0.05234953381036456,1.45,1.14,-0.21379310344827596,7.6,8.0,0.05263157894736836,9.9,8.5,-0.14141414141414144,36.5,39.0,0.06849315068493156,0.745506921127166,0.619810315667809
MMR,46480230,53798084,0.1574401417548923,60.725,65.672,0.08146562371346233,2.782,2.151,-0.22681524083393245,9.876,9.769,-0.010834345889023878,23.012,17.103,-0.256779071788632,23.4,29.0,0.23931623931623935,1.00634119882684,0.699278204168444
MNA,294813993,418047201,0.41800325264750926,69.3260675196513,71.8998757257437,0.03712612438838847,3.04362153809013,2.67053695839294,-0.12257916269422264,5.59295816572044,5.94223989212405,0.062450266219471695,24.4067079487404,20.828985456128,-0.14658767172231613,,,,1.8200710264898,1.51455164322283
MNE,609828,619211,0.015386305646838183,73.9064878048781,73.8243902439024,-0.0011108302317442975,1.801,1.75,-0.02831760133259298,9.0,14.8,0.6444444444444446,13.9,11.4,-0.17985611510791366,32.8,38.2,0.16463414634146356,0.400750772330341,-0.337762721786185
MNG,2494617,3347782,0.34200239956674716,63.518,70.975,0.11739979218489238,2.13,2.837,0.33192488262910813,7.229,6.131,-0.1518882279706737,19.378,21.413,0.10501599752296409,21.5,26.8,0.24651162790697678,0.886457738285741,1.60937103615911
MNP,77162,49481,-0.35873875741945516,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,26.2,38.7,0.47709923664122145,-2.95857279553887,-0.213994509732827
MOZ,18694946,32077072,0.7158151727210125,50.59,59.325,0.1726625815378533,5.734,4.644,-0.19009417509591908,14.731,8.793,-0.40309551286402834,43.037,36.598,-0.1496154471733625,16.4,16.8,0.024390243902439046,2.56940314170631,2.84211234895462
MRT,2821703,4614974,0.6355279063742711,61.268,64.364,0.05053208852908542,5.287,4.398,-0.16814828825420847,8.704,7.44,-0.14522058823529416,36.996,33.194,-0.10276786679641037,16.7,17.6,0.05389221556886237,2.14496344480591,2.55391077109444
MUS,1204621,1266334,0.05123022095746288,71.9658536585366,73.680243902439,0.023822273435910812,1.94,1.41,-0.2731958762886598,6.9,10.5,0.5217391304347825,16.6,10.3,-0.3795180722891567,28.5,36.8,0.2912280701754384,0.694240135210974,0.0252729878913446
MWI,11784498,19889742,0.6877886525162125,47.221,62.904,0.3321191842612399,5.96,3.917,-0.3427852348993289,17.66,6.983,-0.6045866364665912,45.084,32.859,-0.27116050039925477,16.0,16.8,0.050000000000000044,2.45406914818211,2.61141776637435
MYS,24142445,33573874,0.39065757424320524,73.563,74.884,0.017957397061022506,2.602,1.803,-0.3070714834742506,4.43,6.034,0.36207674943566603,20.091,15.24,-0.24145139614752875,23.0,29.9,0.30000000000000004,2.51634742159783,1.11985399101
NAC,319048184,370321816,0.1607081142326765,77.1922992714978,76.9767231711531,-0.002792715107325483,1.97063538898547,1.64003839962149,-0.16776162206961032,8.36203540904655,10.1317697664347,0.2116391848177952,13.6558181127274,10.8549166803611,-0.2051068203490367,,,,0.947888188691621,0.20002160762067
NAM,1888525,2530151,0.33974980474179595,51.254,59.269,0.15637803878721668,3.716,3.303,-0.11114101184068903,13.12,10.709,-0.18376524390243898,29.68,27.439,-0.0755053908355795,18.0,21.3,0.18333333333333335,1.71558953640231,1.63585889002733
NCL,221490,274660,0.2400559844688248,75.1024390243903,79.1273414634146,0.053592166796569085,2.33,2.02,-0.1330472103004292,5.1,7.2,0.41176470588235303,18.9,14.3,-0.24338624338624326,26.4,33.2,0.2575757575757578,1.89881141880703,0.804215476422117
NER,12456517,25252722,1.0272699021724931,50.562,61.576,0.21783157311815193,7.671,6.82,-0.11093729631078086,16.272,8.141,-0.49969272369714846,51.841,45.293,-0.1263092918732278,15.1,14.5,-0.039735099337748325,3.47215473567164,3.70742378461307
NGA,129583026,213401323,0.6468308356991139,47.928,52.676,0.09906526456351195,6.135,5.237,-0.14637326813365925,16.919,13.083,-0.22672734795200666,43.563,37.117,-0.14796960723549812,17.0,17.0,0.0,2.68288995606035,2.40636338101405
NIC,5259006,6850540,0.3026301928539348,67.18,73.837,0.0990919916641857,2.941,2.321,-0.21081264875892547,5.699,4.859,-0.14739427969819263,26.473,20.507,-0.22536168926831102,18.6,24.5,0.31720430107526876,1.26759174707907,1.39120241997296
NLD,16148929,17533044,0.08570939905674235,78.2926829268293,81.4609756097561,0.040467289719625876,1.73,1.62,-0.06358381502890165,8.8,9.8,0.11363636363636354,12.5,10.2,-0.18400000000000005,37.1,41.7,0.12398921832884091,0.638291666268526,0.523490508168757
NOR,4538159,5408320,0.19174317162532217,78.9878048780488,83.1634146341463,0.05286398023776351,1.75,1.55,-0.11428571428571421,9.8,7.8,-0.20408163265306134,12.2,10.4,-0.14754098360655732,36.2,39.3,0.08563535911602194,0.539290805050494,0.534772281874925
NPL,25332178,30034989,0.18564574273874124,63.264,68.45,0.08197395042994438,3.59,2.029,-0.4348189415041783,7.954,7.776,-0.022378677395021418,28.487,20.402,-0.2838136693930564,18.6,23.7,0.27419354838709653,1.49583260634063,2.31172371212952
NRU,10351,12511,0.20867549029079324,58.181,63.617,0.09343256389542987,3.533,3.519,-0.003962637984715522,8.429,6.633,-0.21307391149602561,28.404,27.56,-0.02971412477115898,19.3,20.3,0.051813471502590636,-0.115863680046712,1.57902257627617
NZL,3948500,5111400,0.29451690515385587,78.8463414634146,82.2073170731707,0.042626906301234335,1.89,1.64,-0.13227513227513232,7.1,6.83,-0.038028169014084456,13.67,11.48,-0.16020482809070957,33.8,36.5,0.0798816568047338,1.73717486434422,0.415621677337565
OED,1218395986,1372543943,0.126517124786391,77.3786986556008,78.7141661346654,0.017258851625413518,1.78223641900074,1.58936743398556,-0.10821739638970984,8.06479471287835,9.92687667903541,0.23089018784118287,13.232626923038,10.5114613020291,-0.20564062123381954,,,,0.756803932609884,0.169445880468672
OMN,2403659,4520471,0.8806623568484548,73.869,72.541,-0.017977771460287895,3.501,2.623,-0.2507854898600399,3.041,3.796,0.24827359421243012,23.29,18.419,-0.20914555603263196,20.3,28.8,0.41871921182266014,1.21408381409051,-0.5059218392323
OSS,22208079,32708277,0.4728098274506318,60.4283508064141,66.9896229202087,0.10857936756894193,3.55668957230535,2.85960173560602,-0.1959934434895021,11.0350559645105,8.34235589618493,-0.24401326798753709,27.5052389573361,21.5970478455652,-0.2148023916801889,,,,1.76042433506115,1.00925949487645
PAK,163262807,231402117,0.4173596623265212,62.626,66.098,0.05544023249129748,5.008,3.47,-0.307108626198083,8.454,7.168,-0.15211734090371432,34.868,27.519,-0.21076631868762197,17.5,20.2,0.15428571428571414,2.50885975954029,1.83406208240793
PAN,3120990,4351267,0.39419447034434585,74.824,76.223,0.018697209451512986,2.698,2.325,-0.13825055596738312,4.626,6.067,0.3115002161694769,22.951,17.692,-0.2291403424687377,23.8,28.8,0.2100840336134453,1.94007586747458,1.3156150150044
PER,27334503,33715471,0.23344005925404976,71.661,72.377,0.009991487699027246,2.693,2.192,-0.1860378759747493,5.707,7.988,0.3996845978622745,22.481,17.622,-0.2161380721498155,22.1,28.2,0.2760180995475112,1.17608515721159,1.22566025209601
PHL,81285572,113880328,0.4009906702754087,69.781,69.266,-0.007380232441495549,3.656,2.748,-0.24835886214442005,5.621,7.311,0.30065824586372525,28.398,21.813,-0.23188252693851685,20.3,24.5,0.2068965517241379,2.06267818983041,1.49455716704944
PLW,19851,18024,-0.09203566570953603,0.0,0.0,,0.0,0.0,,6.7,10.2,0.5223880597014925,13.0,13.4,0.030769230769230882,30.1,35.7,0.18604651162790709,0.115930353970459,0.288921192202971
PNG,5892596,9949437,0.688464133634819,61.698,65.351,0.059207753898019355,4.419,3.215,-0.2724598325412989,7.54,6.683,-0.11366047745358088,33.673,25.514,-0.24230095328601553,18.7,21.8,0.1657754010695187,3.34955956126701,2.02856054038959
POL,38230364,37747124,-0.012640214464084143,74.4975609756098,75.6024390243903,0.014831063383971,1.25,1.33,0.06400000000000006,9.4,13.8,0.46808510638297873,9.3,8.8,-0.053763440860215006,34.8,40.9,0.17528735632183912,-0.0463189372499392,-0.401728616642455
PRE,586023563,1011043183,0.725260291282861,52.3681161355009,59.87258063232,0.1433021664823979,6.01817438585282,4.84417126109758,-0.19507628883520212,13.8225101217816,9.05970139714398,-0.3445690169640284,43.1760371543524,35.9923407811801,-0.1663815589997505,,,,3.03989273450971,2.72600880704496
PRI,3823701,3262693,-0.14671858495211842,76.728,80.162,0.04475549994786787,1.8317,0.907,-0.5048315772233445,7.28,8.6,0.18131868131868112,13.7,5.9,-0.5693430656934306,32.0,44.0,0.375,0.128937305848895,-0.576507689869367
PRK,23638411,25971909,0.09871636464904521,60.792,73.284,0.20548756415317815,1.943,1.809,-0.06896551724137934,11.138,9.313,-0.16385347459148858,16.067,13.24,-0.17595070641687927,30.0,35.6,0.18666666666666676,0.533984339747177,0.402945210274924
PRT,10419631,10325147,-0.009067883497985707,77.0658536585366,81.0731707317073,0.05199860746273344,1.46,1.38,-0.0547945205479452,10.2,12.1,0.18627450980392157,11.0,7.7,-0.29999999999999993,37.4,45.0,0.20320855614973277,0.547667939660689,0.272191902136354
PRY,5286512,6703799,0.2680949177832188,70.025,70.262,0.003384505533737814,3.315,2.469,-0.25520361990950224,5.585,7.638,0.3675917636526409,25.591,20.627,-0.19397444414051823,19.5,25.6,0.3128205128205128,1.42830817376899,1.27761600231743
PSE,3075373,4922749,0.6006998175505867,70.969,73.473,0.035283010892079636,5.186,3.504,-0.32433474739683765,4.3,3.815,-0.11279069767441863,39.6,28.236,-0.286969696969697,15.3,19.2,0.2549019607843137,2.55528456623402,2.45703865277568
PSS,2091909,2602173,0.24392265629145427,67.2052661088637,69.1635941828432,0.029139503306292447,3.75473299830069,3.24101311457014,-0.13681928487672712,6.33519648034403,6.75759447162045,0.06667480520722258,28.7008425662875,24.7051193417963,-0.13921971855922588,,,,1.34270390414075,1.37734682500013
PST,1030818658,1116545246,0.08316359752968294,77.7959890213592,79.797890541836,0.025732708660946013,1.58071252204756,1.48855259072309,-0.05830277804410089,9.09194297723994,10.8030139123551,0.18819639975729285,11.1840949456864,9.25993849951156,-0.17204400137151643,,,,0.50096062915614,-0.0786511575842468
PYF,259137,304032,0.17324812743838192,79.711,79.486,-0.0028226969928867307,2.427,1.699,-0.29995879686856197,2.393,5.376,1.2465524446301717,19.322,12.759,-0.33966463099058064,25.0,33.0,0.32000000000000006,1.59011958183693,0.697087740409896
QAT,713186,2688235,2.769332263953583,75.412,79.272,0.051185487720787126,3.042,1.801,-0.4079552925706772,2.173,1.311,-0.3966866083755177,18.557,9.816,-0.4710351888775125,29.3,33.0,0.12627986348122855,4.93700548143404,-2.64853183197257
ROU,21730496,19119880,-0.12013605211772438,71.009756097561,72.9609756097561,0.027478189187332358,1.27,1.8,0.4173228346456692,12.4,17.5,0.411290322580645,9.7,9.3,-0.04123711340206171,34.2,41.9,0.22514619883040932,-1.83065499370162,-0.757432344210514
RUS,145306497,143449286,-0.012781334891033835,65.1287804878049,69.3612195121951,0.06498569438410895,1.286,1.493,0.1609642301710732,16.2,16.7,0.030864197530864113,9.7,9.6,-0.010309278350515427,36.0,38.8,0.07777777777777772,-0.460024258081391,-0.43395152847745
RWA,8372306,13461888,0.607906829970142,51.032,66.072,0.2947170402884467,5.752,3.821,-0.33570931849791374,13.926,6.28,-0.5490449518885538,40.388,29.976,-0.25779934634049717,16.1,19.0,0.18012422360248426,1.78798197593577,2.3717515483557
SAS,1462070145,1901911604,0.3008347174752002,63.7715296382315,67.5791290463818,0.059706885341317184,3.43226816745664,2.24093002461978,-0.3470993770628531,8.2381720065565,8.73700874686182,0.060551872418822095,27.4992458505484,18.3365608834268,-0.33319768174438413,,,,1.93510475003487,1.02946393006668
SAU,22623415,35950396,0.589079102337114,73.337,76.936,0.04907481898632349,3.706,2.427,-0.3451160280626012,3.207,2.864,-0.1069535391331462,25.896,17.473,-0.3252625888168057,22.1,29.8,0.34841628959276005,2.40447229697642,-0.129847471045763
SDN,27570318,45657202,0.6560273987409213,58.976,65.267,0.10667051003798145,5.248,4.457,-0.1507240853658537,9.34,6.799,-0.27205567451820123,37.42,33.596,-0.10219134152859444,16.3,18.4,0.12883435582822078,2.28583965848042,2.70104593999388
SEN,10180950,16876720,0.6576763465099034,58.231,67.093,0.15218697944393877,5.311,4.387,-0.17397853511579753,10.423,5.922,-0.4318334452652788,38.671,32.573,-0.157689224483463,16.6,17.8,0.07228915662650603,2.41498169831971,2.64538054494311
SGP,4175950,5453566,0.30594619188448147,78.5512195121951,83.4414634146342,0.06225548034527817,1.37,1.12,-0.18248175182481752,4.4,5.8,0.3181818181818181,11.4,8.6,-0.2456140350877194,34.3,41.8,0.21865889212827994,0.912639805776796,-4.17033630017526
SLB,450760,707851,0.5703500754281658,67.515,70.348,0.041961045693549526,4.626,3.983,-0.13899697362732388,5.899,5.028,-0.14765214443125962,34.661,29.785,-0.1406768414067684,17.5,19.3,0.10285714285714298,2.3262995615241,2.3817422996453
